pta_key,pta_api,overload_signature,params,returns,forward_aclnn,backward_exists,backward_aclnn,composite,preprocess_needed,custom_output_needed,refs
"torch.mean::(Tensor self, int[1]? dim, bool keepdim=False, *, ScalarType? dtype=None, Tensor(a!) out)",torch.mean,"(Tensor self, int[1]? dim, bool keepdim=False, *, ScalarType? dtype=None, Tensor(a!) out)","[{""name"": ""self"", ""type"": ""Tensor"", ""required"": true, ""default"": null}, {""name"": ""dim"", ""type"": ""int[1]?"", ""required"": true, ""default"": null}, {""name"": ""keepdim"", ""type"": ""bool"", ""required"": false, ""default"": false}, {""name"": ""dtype"", ""type"": ""ScalarType?"", ""required"": false, ""default"": null}, {""name"": ""out"", ""type"": ""Tensor(a!)"", ""required"": true, ""default"": null}]","[{""name"": ""output"", ""type"": ""Tensor(a!)""}]","[""aclnnMean""]",false,[],false,false,false,"[{""role"": ""forward_signature"", ""path"": ""op-plugin/op_plugin/config/op_plugin_functions.yaml"", ""pattern"": ""func: mean.out(Tensor self, int[1]? dim, bool keepdim=False, *, ScalarType? dtype=None, Tensor(a!) out) -> Tensor(a!)""}, {""role"": ""forward_logic"", ""path"": ""op-plugin/op_plugin/ops/opapi/MeanKernelNpuOpApi.cpp"", ""pattern"": ""aclnnMean""}]"
torch.median::(Tensor self),torch.median,(Tensor self),"[{""name"": ""self"", ""type"": ""Tensor"", ""required"": true, ""default"": null}]","[{""name"": ""output"", ""type"": ""Tensor""}]","[""aclnnMedian""]",false,[],false,false,false,"[{""role"": ""forward_signature"", ""path"": ""op-plugin/op_plugin/config/op_plugin_functions.yaml"", ""pattern"": ""func: median(Tensor self) -> Tensor""}]"
"torch.median::(Tensor self, int dim, bool keepdim=False)",torch.median,"(Tensor self, int dim, bool keepdim=False)","[{""name"": ""self"", ""type"": ""Tensor"", ""required"": true, ""default"": null}, {""name"": ""dim"", ""type"": ""int"", ""required"": true, ""default"": null}, {""name"": ""keepdim"", ""type"": ""bool"", ""required"": false, ""default"": false}]","[{""name"": ""output0"", ""type"": ""Tensor values""}, {""name"": ""output1"", ""type"": ""Tensor indices""}]","[""aclnnMedianDim""]",false,[],false,false,false,"[{""role"": ""forward_signature"", ""path"": ""op-plugin/op_plugin/config/op_plugin_functions.yaml"", ""pattern"": ""func: median.dim(Tensor self, int dim, bool keepdim=False) -> (Tensor values, Tensor indices)""}]"
"torch.median::(Tensor self, int dim, bool keepdim=False, *, Tensor(a!) values, Tensor(b!) indices)",torch.median,"(Tensor self, int dim, bool keepdim=False, *, Tensor(a!) values, Tensor(b!) indices)","[{""name"": ""self"", ""type"": ""Tensor"", ""required"": true, ""default"": null}, {""name"": ""dim"", ""type"": ""int"", ""required"": true, ""default"": null}, {""name"": ""keepdim"", ""type"": ""bool"", ""required"": false, ""default"": false}, {""name"": ""values"", ""type"": ""Tensor(a!)"", ""required"": true, ""default"": null}, {""name"": ""indices"", ""type"": ""Tensor(b!)"", ""required"": true, ""default"": null}]","[{""name"": ""output0"", ""type"": ""Tensor(a!) values""}, {""name"": ""output1"", ""type"": ""Tensor(b!) indices""}]","[""aclnnMedianDim""]",false,[],false,false,false,"[{""role"": ""forward_signature"", ""path"": ""op-plugin/op_plugin/config/op_plugin_functions.yaml"", ""pattern"": ""func: median.dim_values(Tensor self, int dim, bool keepdim=False, *, Tensor(a!) values, Tensor(b!) indices) -> (Tensor(a!) values, Tensor(b!) indices)""}]"
torch.min::(Tensor self),torch.min,(Tensor self),"[{""name"": ""self"", ""type"": ""Tensor"", ""required"": true, ""default"": null}]","[{""name"": ""output"", ""type"": ""Tensor""}]","[""aclnnMinimum"", ""aclnnMin"", ""aclnnMinDim""]",false,[],true,true,false,"[{""role"": ""forward_signature"", ""path"": ""op-plugin/op_plugin/config/op_plugin_functions.yaml"", ""pattern"": ""func: min(Tensor self) -> Tensor""}, {""role"": ""forward_logic"", ""path"": ""op-plugin/op_plugin/ops/opapi/MinKernelNpuOpApi.cpp"", ""pattern"": ""aclnnMinimum""}, {""role"": ""callchain_logic"", ""path"": ""op-plugin/op_plugin/ops/opapi/MinKernelNpuOpApi.cpp"", ""pattern"": ""EXEC_NPU_CMD""}]"
"torch.min::(Tensor self, Dimname dim, bool keepdim=False)",torch.min,"(Tensor self, Dimname dim, bool keepdim=False)","[{""name"": ""self"", ""type"": ""Tensor"", ""required"": true, ""default"": null}, {""name"": ""dim"", ""type"": ""Dimname"", ""required"": true, ""default"": null}, {""name"": ""keepdim"", ""type"": ""bool"", ""required"": false, ""default"": false}]","[{""name"": ""output0"", ""type"": ""Tensor values""}, {""name"": ""output1"", ""type"": ""Tensor indices""}]","[""aclnnMinimum"", ""aclnnMin"", ""aclnnMinDim""]",false,[],true,true,true,"[{""role"": ""forward_signature"", ""path"": ""op-plugin/op_plugin/config/op_plugin_functions.yaml"", ""pattern"": ""func: min.names_dim(Tensor self, Dimname dim, bool keepdim=False) -> (Tensor values, Tensor indices)""}, {""role"": ""forward_logic"", ""path"": ""op-plugin/op_plugin/ops/opapi/MinKernelNpuOpApi.cpp"", ""pattern"": ""aclnnMinimum""}, {""role"": ""callchain_logic"", ""path"": ""op-plugin/op_plugin/ops/opapi/MinKernelNpuOpApi.cpp"", ""pattern"": ""EXEC_NPU_CMD""}]"
"torch.min::(Tensor self, Dimname dim, bool keepdim=False, *, Tensor(a!) min, Tensor(b!) min_indices)",torch.min,"(Tensor self, Dimname dim, bool keepdim=False, *, Tensor(a!) min, Tensor(b!) min_indices)","[{""name"": ""self"", ""type"": ""Tensor"", ""required"": true, ""default"": null}, {""name"": ""dim"", ""type"": ""Dimname"", ""required"": true, ""default"": null}, {""name"": ""keepdim"", ""type"": ""bool"", ""required"": false, ""default"": false}, {""name"": ""min"", ""type"": ""Tensor(a!)"", ""required"": true, ""default"": null}, {""name"": ""min_indices"", ""type"": ""Tensor(b!)"", ""required"": true, ""default"": null}]","[{""name"": ""output0"", ""type"": ""Tensor(a!) values""}, {""name"": ""output1"", ""type"": ""Tensor(b!) indices""}]","[""aclnnMinimum"", ""aclnnMin"", ""aclnnMinDim""]",false,[],true,true,true,"[{""role"": ""forward_signature"", ""path"": ""op-plugin/op_plugin/config/op_plugin_functions.yaml"", ""pattern"": ""func: min.names_dim_min(Tensor self, Dimname dim, bool keepdim=False, *, Tensor(a!) min, Tensor(b!) min_indices) -> (Tensor(a!) values, Tensor(b!) indices)""}, {""role"": ""forward_logic"", ""path"": ""op-plugin/op_plugin/ops/opapi/MinKernelNpuOpApi.cpp"", ""pattern"": ""aclnnMinimum""}, {""role"": ""callchain_logic"", ""path"": ""op-plugin/op_plugin/ops/opapi/MinKernelNpuOpApi.cpp"", ""pattern"": ""EXEC_NPU_CMD""}]"
"torch.min::(Tensor self, Tensor other, *, Tensor(a!) out)",torch.min,"(Tensor self, Tensor other, *, Tensor(a!) out)","[{""name"": ""self"", ""type"": ""Tensor"", ""required"": true, ""default"": null}, {""name"": ""other"", ""type"": ""Tensor"", ""required"": true, ""default"": null}, {""name"": ""out"", ""type"": ""Tensor(a!)"", ""required"": true, ""default"": null}]","[{""name"": ""output"", ""type"": ""Tensor(a!)""}]","[""aclnnMinimum"", ""aclnnMin"", ""aclnnMinDim""]",false,[],true,true,false,"[{""role"": ""forward_signature"", ""path"": ""op-plugin/op_plugin/config/op_plugin_functions.yaml"", ""pattern"": ""func: min.out(Tensor self, Tensor other, *, Tensor(a!) out) -> Tensor(a!)""}, {""role"": ""forward_logic"", ""path"": ""op-plugin/op_plugin/ops/opapi/MinKernelNpuOpApi.cpp"", ""pattern"": ""aclnnMinimum""}, {""role"": ""callchain_logic"", ""path"": ""op-plugin/op_plugin/ops/opapi/MinKernelNpuOpApi.cpp"", ""pattern"": ""EXEC_NPU_CMD""}]"
"torch.min::(Tensor self, int dim, bool keepdim=False)",torch.min,"(Tensor self, int dim, bool keepdim=False)","[{""name"": ""self"", ""type"": ""Tensor"", ""required"": true, ""default"": null}, {""name"": ""dim"", ""type"": ""int"", ""required"": true, ""default"": null}, {""name"": ""keepdim"", ""type"": ""bool"", ""required"": false, ""default"": false}]","[{""name"": ""output0"", ""type"": ""Tensor values""}, {""name"": ""output1"", ""type"": ""Tensor indices""}]","[""aclnnMinimum"", ""aclnnMin"", ""aclnnMinDim""]",false,[],true,true,true,"[{""role"": ""forward_signature"", ""path"": ""op-plugin/op_plugin/config/op_plugin_functions.yaml"", ""pattern"": ""func: min.dim(Tensor self, int dim, bool keepdim=False) -> (Tensor values, Tensor indices)""}, {""role"": ""forward_logic"", ""path"": ""op-plugin/op_plugin/ops/opapi/MinKernelNpuOpApi.cpp"", ""pattern"": ""aclnnMinimum""}, {""role"": ""callchain_logic"", ""path"": ""op-plugin/op_plugin/ops/opapi/MinKernelNpuOpApi.cpp"", ""pattern"": ""EXEC_NPU_CMD""}]"
"torch.min::(Tensor self, int dim, bool keepdim=False, *, Tensor(a!) min, Tensor(b!) min_indices)",torch.min,"(Tensor self, int dim, bool keepdim=False, *, Tensor(a!) min, Tensor(b!) min_indices)","[{""name"": ""self"", ""type"": ""Tensor"", ""required"": true, ""default"": null}, {""name"": ""dim"", ""type"": ""int"", ""required"": true, ""default"": null}, {""name"": ""keepdim"", ""type"": ""bool"", ""required"": false, ""default"": false}, {""name"": ""min"", ""type"": ""Tensor(a!)"", ""required"": true, ""default"": null}, {""name"": ""min_indices"", ""type"": ""Tensor(b!)"", ""required"": true, ""default"": null}]","[{""name"": ""output0"", ""type"": ""Tensor(a!) values""}, {""name"": ""output1"", ""type"": ""Tensor(b!) indices""}]","[""aclnnMinimum"", ""aclnnMin"", ""aclnnMinDim""]",false,[],true,true,true,"[{""role"": ""forward_signature"", ""path"": ""op-plugin/op_plugin/config/op_plugin_functions.yaml"", ""pattern"": ""func: min.dim_min(Tensor self, int dim, bool keepdim=False, *, Tensor(a!) min, Tensor(b!) min_indices) -> (Tensor(a!) values, Tensor(b!) indices)""}, {""role"": ""forward_logic"", ""path"": ""op-plugin/op_plugin/ops/opapi/MinKernelNpuOpApi.cpp"", ""pattern"": ""aclnnMinimum""}, {""role"": ""callchain_logic"", ""path"": ""op-plugin/op_plugin/ops/opapi/MinKernelNpuOpApi.cpp"", ""pattern"": ""EXEC_NPU_CMD""}]"
